,ObjectId,Country,ISO2,ISO3,Indicator,Code,Unit,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019
364,365,Tunisia,TN,TUN,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,8.194,8.377,9.316,11.208,8.959,10.059,9.544,10.799,10.242,10.439,9.504,8.689,8.77,9.275,9.956
365,366,Tunisia,TN,TUN,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,21.455,22.567,22.955,23.195,23.252,25.482,24.535,25.651,25.545,26.987,27.462,,,,
366,367,Turkey,TR,TUR,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-54.476,-56.517,-60.82,-59.97,-25.928,-56.274,-68.483,-47.196,-71.001,-48.072,-38.064,,,,
367,368,Turkey,TR,TUR,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,281.603,309.107,339.302,334.401,299.313,335.314,367.0,356.841,368.813,369.74,374.947,,,,
368,369,Turkey,TR,TUR,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,62.95,75.183,84.547,93.818,84.596,81.667,90.705,101.18,93.035,100.9,101.559,103.185,103.81,113.312,120.821
369,370,Turkey,TR,TUR,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-54.989,-57.024,-61.302,-60.334,-26.277,-56.47,-68.689,-47.602,-71.372,-48.573,-38.925,-37.437,-45.962,-23.542,-12.95
370,371,Turkey,TR,TUR,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,117.939,132.207,145.849,154.151,110.873,138.137,159.394,148.782,164.408,149.473,140.483,140.622,149.772,136.854,133.771
371,372,Turkey,TR,TUR,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,227.128,252.59,278.482,274.43,273.385,279.04,298.517,309.644,297.813,321.668,336.883,,,,
372,373,United Kingdom,GB,GBR,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-168.268,-180.29,-188.018,-150.319,-120.274,-131.074,-127.514,-126.914,-130.209,-145.25,-145.01,,,,
373,374,United Kingdom,GB,GBR,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,737.362,751.506,749.298,697.83,616.993,643.301,603.585,623.904,612.671,590.239,575.797,,,,
374,375,United Kingdom,GB,GBR,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,150.155,156.917,156.644,159.533,133.335,145.916,154.159,156.442,148.915,139.18,128.898,137.534,146.828,140.575,129.101
375,376,United Kingdom,GB,GBR,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-165.251,-177.593,-185.261,-148.154,-118.367,-129.468,-126.165,-125.498,-128.682,-143.583,-142.519,-134.93,-118.739,-118.797,-125.892
376,377,United Kingdom,GB,GBR,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,315.406,334.51,341.905,307.686,251.702,275.384,280.324,281.94,277.597,282.763,271.416,272.464,265.567,259.372,254.993
377,378,United Kingdom,GB,GBR,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,569.094,571.216,561.28,547.512,496.72,512.227,476.071,496.99,482.462,444.989,430.787,,,,
378,379,United States,US,USA,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,-965.198,-1017.567,-892.051,-763.018,-656.686,-688.201,-683.787,-713.446,-690.41,-699.333,-774.509,,,,
379,380,United States,US,USA,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,6798.774,6741.173,6714.566,6393.67,5873.202,6151.835,5932.419,5726.174,5837.047,5854.868,5794.513,,,,
380,381,United States,US,USA,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,528.096,558.898,605.209,650.307,487.148,599.658,633.958,611.484,616.965,620.203,558.468,517.064,538.906,576.254,585.821
381,382,United States,US,USA,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,-969.55,-1021.326,-896.305,-767.054,-661.553,-693.556,-688.077,-717.694,-695.874,-705.847,-785.334,-909.776,-846.145,-895.8,-1387.724
382,383,United States,US,USA,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,1497.646,1580.224,1501.514,1417.361,1148.701,1293.214,1322.036,1329.178,1312.839,1326.05,1343.801,1426.84,1385.051,1472.054,1973.545
383,384,United States,US,USA,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,5833.576,5723.606,5822.515,5630.652,5216.516,5463.634,5248.631,5012.728,5146.637,5155.535,5020.004,,,,
384,385,Vietnam,VN,VNM,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,3.982,2.873,-3.265,-2.764,2.148,5.468,9.253,11.295,10.396,15.812,20.838,,,,
385,386,Vietnam,VN,VNM,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,78.15,81.584,96.398,106.854,112.548,123.54,119.701,117.425,123.209,131.967,152.455,,,,
386,387,Vietnam,VN,VNM,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,49.988,56.391,64.183,72.53,71.099,79.877,87.649,88.506,101.144,115.035,131.345,,,,
387,388,Vietnam,VN,VNM,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,3.98,2.876,-3.243,-2.727,2.151,5.42,9.252,11.295,10.345,15.751,20.783,,,,
388,389,Vietnam,VN,VNM,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,46.007,53.515,67.426,75.256,68.948,74.456,78.397,77.211,90.799,99.284,110.562,,,,
389,390,Vietnam,VN,VNM,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,82.132,84.457,93.133,104.09,114.696,129.008,128.953,128.72,133.605,147.779,173.294,,,,
390,391,World,,WLD,"C02 Emissions Embodied in Final Demand, balance",ECBPDTCEFDB,Millions of metric tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
391,392,World,,WLD,C02 Emissions Embodied in Final Domestic Demand,ECBPDTCEFDD,Millions of metric tons,27069.6,27924.3,28979.7,29202.9,28815.2,30489.9,31338.3,31669.2,32287.8,32327.8,32276.0,,,,
392,393,World,,WLD,C02 Emissions Embodied in Gross Exports,ECBPDTCETX,Millions of metric tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
393,394,World,,WLD,"C02 Emissions Embodied in Gross Exports, balance",ECBPDTCETB,Millions of metric tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
394,395,World,,WLD,C02 Emissions Embodied in Gross Imports,ECBPDTCETM,Millions of metric tons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
395,396,World,,WLD,C02 Emissions Embodied in Production,ECBPDTCEVA,Millions of metric tons,27069.6,27924.3,28979.7,29202.9,28815.2,30489.9,31338.3,31669.2,32287.8,32327.8,32276.0,,,,
